SessionID,FirebaseID,Timestamp,Version,Age,Gender,Occupation,Education,Major,Year,GPA,Spiritual_Practice,Gita_Familiarity,Feedback,Score_Sattva_Raw,Score_Rajas_Raw,Score_Tamas_Raw,Dominant_Guna,BFI_BF1,BFI_BF1_Text,BFI_BFI1,BFI_BFI1_Text,Duration_BFI_BF1,Duration_BFI_BFI1,BFI_BF2,BFI_BF2_Text,BFI_BFI2,BFI_BFI2_Text,Duration_BFI_BF2,Duration_BFI_BFI2,BFI_BF3,BFI_BF3_Text,BFI_BFI3,BFI_BFI3_Text,Duration_BFI_BF3,Duration_BFI_BFI3,BFI_BF4,BFI_BF4_Text,BFI_BFI4,BFI_BFI4_Text,Duration_BFI_BF4,Duration_BFI_BFI4,BFI_BF5,BFI_BF5_Text,BFI_BFI5,BFI_BFI5_Text,Duration_BFI_BF5,Duration_BFI_BFI5,BFI_BF6,BFI_BF6_Text,BFI_BFI6,BFI_BFI6_Text,Duration_BFI_BF6,Duration_BFI_BFI6,BFI_BF7,BFI_BF7_Text,BFI_BFI7,BFI_BFI7_Text,Duration_BFI_BF7,Duration_BFI_BFI7,BFI_BF8,BFI_BF8_Text,BFI_BFI8,BFI_BFI8_Text,Duration_BFI_BF8,Duration_BFI_BFI8,BFI_BF9,BFI_BF9_Text,BFI_BFI9,BFI_BFI9_Text,Duration_BFI_BF9,Duration_BFI_BFI9,BFI_BF10,BFI_BF10_Text,BFI_BFI10,BFI_BFI10_Text,Duration_BFI_BF10,Duration_BFI_BFI10,BFI_BFI11,BFI_BFI11_Text,Duration_BFI_BFI11,BFI_BFI12,BFI_BFI12_Text,Duration_BFI_BFI12,BFI_BFI13,BFI_BFI13_Text,Duration_BFI_BFI13,BFI_BFI14,BFI_BFI14_Text,Duration_BFI_BFI14,BFI_BFI15,BFI_BFI15_Text,Duration_BFI_BFI15,BFI_BFI16,BFI_BFI16_Text,Duration_BFI_BFI16,BFI_BFI17,BFI_BFI17_Text,Duration_BFI_BFI17,BFI_BFI18,BFI_BFI18_Text,Duration_BFI_BFI18,BFI_BFI19,BFI_BFI19_Text,Duration_BFI_BFI19,BFI_BFI20,BFI_BFI20_Text,Duration_BFI_BFI20,BFI_BFI21,BFI_BFI21_Text,Duration_BFI_BFI21,BFI_BFI22,BFI_BFI22_Text,Duration_BFI_BFI22,BFI_BFI23,BFI_BFI23_Text,Duration_BFI_BFI23,BFI_BFI24,BFI_BFI24_Text,Duration_BFI_BFI24,BFI_BFI25,BFI_BFI25_Text,Duration_BFI_BFI25,BFI_BFI26,BFI_BFI26_Text,Duration_BFI_BFI26,BFI_BFI27,BFI_BFI27_Text,Duration_BFI_BFI27,BFI_BFI28,BFI_BFI28_Text,Duration_BFI_BFI28,BFI_BFI29,BFI_BFI29_Text,Duration_BFI_BFI29,BFI_BFI30,BFI_BFI30_Text,Duration_BFI_BFI30,BFI_BFI31,BFI_BFI31_Text,Duration_BFI_BFI31,BFI_BFI32,BFI_BFI32_Text,Duration_BFI_BFI32,BFI_BFI33,BFI_BFI33_Text,Duration_BFI_BFI33,BFI_BFI34,BFI_BFI34_Text,Duration_BFI_BFI34,BFI_BFI35,BFI_BFI35_Text,Duration_BFI_BFI35,BFI_BFI36,BFI_BFI36_Text,Duration_BFI_BFI36,BFI_BFI37,BFI_BFI37_Text,Duration_BFI_BFI37,BFI_BFI38,BFI_BFI38_Text,Duration_BFI_BFI38,BFI_BFI39,BFI_BFI39_Text,Duration_BFI_BFI39,BFI_BFI40,BFI_BFI40_Text,Duration_BFI_BFI40,BFI_BFI41,BFI_BFI41_Text,Duration_BFI_BFI41,BFI_BFI42,BFI_BFI42_Text,Duration_BFI_BFI42,BFI_BFI43,BFI_BFI43_Text,Duration_BFI_BFI43,BFI_BFI44,BFI_BFI44_Text,Duration_BFI_BFI44,Score_BigFive_Neuroticism,Score_BigFive_Conscientiousness,Score_BigFive_Extraversion,Score_BigFive_Agreeableness,Score_BigFive_Openness,Guna_Changes,Tab_Switches
8ea05c56-84e9-4dfa-a245-ee086ac6b92c,Fn45DesdR6j6tDgGLoJR,2026-02-14T18:53:58.539Z,original-gpi,20,Prefer not to say,Other,PG (Completed),,,,Occasional,Somewhat,,3.81,4.32,4.32,Rajas,,,1.0,,,,,,5.0,,,,,,4.0,,,,,,4.0,,,,,,4.0,,,,,,5.0,,,,,,2.0,,,,,,4.0,,,,,,2.0,,,,,,4.0,,,,2.0,,,1.0,,,4.0,,,4.0,,,3.0,,,2.0,,,2.0,,,4.0,,,4.0,,,3.0,,,4.0,,,2.0,,,4.0,,,2.0,,,4.0,,,2.0,,,4.0,,,4.0,,,5.0,,,4.0,,,4.0,,,4.0,,,2.0,,,2.0,,,4.0,,,2.0,,,4.0,,,2.0,,,4.0,,,4.0,,,4.0,,,4.0,,,4.0,,,3.0,,,4.1,2.7,1.8,2.7,3.3,0,0
80f523cf-25e6-4a61-b4ad-44b49c5b21eb,G9ZOQh4fdtv5MVlb35hI,2026-02-14T15:40:00.155Z,original-gpi,45,Female,Homemaker,UG (Completed),,,,Rarely,Heard of it,,4.96,4.16,1.54,Sattva,,,4.0,Is talkative,,35280.0,,,1.0,Tends to find fault with others,,44210.0,,,3.0,Does a thorough job,,49046.0,,,1.0,"Is depressed, blue",,64919.0,,,4.0,"Is original, comes up with new ideas",,80254.0,,,2.0,Is reserved,,90309.0,,,5.0,Is helpful and unselfish with others,,103757.0,,,3.0,Can be somewhat careless,,114103.0,,,5.0,"Is relaxed, handles stress well",,119870.0,,,4.0,Is curious about many different things,,127151.0,3.0,Is full of energy,133261.0,3.0,Starts quarrels with others,136977.0,3.0,Is a reliable worker,139951.0,4.0,Can be tense,144343.0,4.0,"Is ingenious, a deep thinker",154598.0,3.0,Generates a lot of enthusiasm,159115.0,4.0,Has a forgiving nature,165582.0,3.0,Tends to be disorganized,171311.0,2.0,Worries a lot,175378.0,4.0,Has an active imagination,181979.0,4.0,Tends to be quiet,189047.0,4.0,Is generally trusting,193269.0,2.0,Tends to be lazy,198334.0,5.0,"Is emotionally stable, not easily upset",205753.0,3.0,Is inventive,209768.0,5.0,Has an assertive personality,215947.0,3.0,Can be cold and aloof,219216.0,4.0,Perseveres until the task is finished,226893.0,3.0,Can be moody,229732.0,3.0,"Values artistic, aesthetic experiences",236969.0,3.0,"Is sometimes shy, inhibited",239960.0,3.0,Is considerate and kind to almost everyone,247848.0,3.0,Does things efficiently,252467.0,2.0,Remains calm in tense situations,259208.0,4.0,Prefers work that is routine,264699.0,3.0,"Is outgoing, sociable",268173.0,3.0,Is sometimes rude to others,271334.0,3.0,Makes plans and follows through with them,276044.0,2.0,Gets nervous easily,280378.0,3.0,"Likes to reflect, play with ideas",285845.0,3.0,Has few artistic interests,294872.0,5.0,Likes to cooperate with others,303384.0,2.0,Is easily distracted,308579.0,3.0,"Is sophisticated in art, music, or literature",314189.0,2.3,3.3,3.4,3.9,3.3,80,1
723f0dca-6612-4fed-91cb-4739fec5baa0,HOEVRBgnFwJgJ59Ha8Pm,2026-02-14T09:13:52.713Z,original-gpi,22,Female,Student,UG (Pursuing),MBBS,3,7.1,Occasional,Somewhat,,4.07,5.08,4.25,Rajas,,,4.0,Is talkative,,17845.0,,,3.0,Tends to find fault with others,,21595.0,,,2.0,Does a thorough job,,28035.0,,,4.0,"Is depressed, blue",,31479.0,,,1.0,"Is original, comes up with new ideas",,36809.0,,,4.0,Is reserved,,42143.0,,,4.0,Is helpful and unselfish with others,,53142.0,,,4.0,Can be somewhat careless,,58327.0,,,5.0,"Is relaxed, handles stress well",,87211.0,,,5.0,Is curious about many different things,,89445.0,5.0,Is full of energy,90752.0,1.0,Starts quarrels with others,93710.0,4.0,Is a reliable worker,96558.0,4.0,Can be tense,101580.0,4.0,"Is ingenious, a deep thinker",105263.0,5.0,Generates a lot of enthusiasm,107692.0,5.0,Has a forgiving nature,109853.0,4.0,Tends to be disorganized,113209.0,4.0,Worries a lot,118398.0,2.0,Has an active imagination,122699.0,4.0,Tends to be quiet,125563.0,5.0,Is generally trusting,127834.0,2.0,Tends to be lazy,131585.0,4.0,"Is emotionally stable, not easily upset",138597.0,2.0,Is inventive,143140.0,4.0,Has an assertive personality,146605.0,1.0,Can be cold and aloof,149943.0,3.0,Perseveres until the task is finished,188415.0,5.0,Can be moody,184894.0,4.0,"Values artistic, aesthetic experiences",191987.0,4.0,"Is sometimes shy, inhibited",195816.0,5.0,Is considerate and kind to almost everyone,197822.0,4.0,Does things efficiently,205807.0,4.0,Remains calm in tense situations,208491.0,1.0,Prefers work that is routine,215391.0,5.0,"Is outgoing, sociable",217846.0,4.0,Is sometimes rude to others,220136.0,1.0,Makes plans and follows through with them,225066.0,3.0,Gets nervous easily,228430.0,3.0,"Likes to reflect, play with ideas",236510.0,3.0,Has few artistic interests,240952.0,4.0,Likes to cooperate with others,242739.0,5.0,Is easily distracted,246631.0,4.0,"Is sophisticated in art, music, or literature",259150.0,3.1,2.6,3.6,4.2,3.3,90,1
bbc445ea-14a1-475b-934c-805131139b6c,HpUCxTTa82i4ypTrixjt,2026-02-14T16:34:21.340Z,original-gpi,15,Female,Student,High School,Science ,1,95,Regular,Somewhat,,5.96,3.56,1.82,Sattva,,,2.0,Is talkative,,14434.0,,,1.0,Tends to find fault with others,,17278.0,,,3.0,Does a thorough job,,20650.0,,,3.0,"Is depressed, blue",,24097.0,,,3.0,"Is original, comes up with new ideas",,26568.0,,,2.0,Is reserved,,31289.0,,,5.0,Is helpful and unselfish with others,,35603.0,,,2.0,Can be somewhat careless,,39369.0,,,2.0,"Is relaxed, handles stress well",,41348.0,,,3.0,Is curious about many different things,,44676.0,4.0,Is full of energy,46584.0,1.0,Starts quarrels with others,48494.0,3.0,Is a reliable worker,50485.0,2.0,Can be tense,52387.0,3.0,"Is ingenious, a deep thinker",55529.0,3.0,Generates a lot of enthusiasm,56763.0,5.0,Has a forgiving nature,58749.0,2.0,Tends to be disorganized,61279.0,2.0,Worries a lot,63060.0,4.0,Has an active imagination,65234.0,4.0,Tends to be quiet,67216.0,4.0,Is generally trusting,68429.0,2.0,Tends to be lazy,71345.0,4.0,"Is emotionally stable, not easily upset",74875.0,3.0,Is inventive,77374.0,3.0,Has an assertive personality,79026.0,2.0,Can be cold and aloof,81950.0,3.0,Perseveres until the task is finished,83176.0,1.0,Can be moody,87314.0,3.0,"Values artistic, aesthetic experiences",88951.0,3.0,"Is sometimes shy, inhibited",90902.0,3.0,Is considerate and kind to almost everyone,95033.0,5.0,Does things efficiently,97525.0,5.0,Remains calm in tense situations,100478.0,5.0,Prefers work that is routine,102422.0,5.0,"Is outgoing, sociable",104323.0,1.0,Is sometimes rude to others,105970.0,5.0,Makes plans and follows through with them,108210.0,3.0,Gets nervous easily,110635.0,3.0,"Likes to reflect, play with ideas",112608.0,4.0,Has few artistic interests,118598.0,4.0,Likes to cooperate with others,120143.0,2.0,Is easily distracted,122529.0,4.0,"Is sophisticated in art, music, or literature",125403.0,2.3,3.9,3.3,4.4,2.9,93,0
38d4fb81-9926-47d5-ba5a-af8efa67dda5,HyzPQE9BLoJTH7k94i0C,2026-02-14T12:14:44.625Z,original-gpi,50,Female,Self-employed,PG (Completed),,,,Regular,Somewhat,,5.26,3.80,1.93,Sattva,,,1.0,Is talkative,,23349.0,,,1.0,Tends to find fault with others,,27355.0,,,4.0,Does a thorough job,,34531.0,,,1.0,"Is depressed, blue",,46451.0,,,5.0,"Is original, comes up with new ideas",,55102.0,,,2.0,Is reserved,,59454.0,,,5.0,Is helpful and unselfish with others,,65447.0,,,1.0,Can be somewhat careless,,72788.0,,,4.0,"Is relaxed, handles stress well",,80112.0,,,4.0,Is curious about many different things,,84809.0,4.0,Is full of energy,88337.0,1.0,Starts quarrels with others,94108.0,5.0,Is a reliable worker,98635.0,1.0,Can be tense,105751.0,5.0,"Is ingenious, a deep thinker",109125.0,4.0,Generates a lot of enthusiasm,112759.0,4.0,Has a forgiving nature,116823.0,2.0,Tends to be disorganized,121621.0,2.0,Worries a lot,127120.0,3.0,Has an active imagination,134549.0,3.0,Tends to be quiet,136763.0,5.0,Is generally trusting,139506.0,1.0,Tends to be lazy,148670.0,5.0,"Is emotionally stable, not easily upset",157738.0,4.0,Is inventive,161579.0,3.0,Has an assertive personality,166995.0,4.0,Can be cold and aloof,173145.0,4.0,Perseveres until the task is finished,180461.0,4.0,Can be moody,183085.0,3.0,"Values artistic, aesthetic experiences",187013.0,3.0,"Is sometimes shy, inhibited",190500.0,4.0,Is considerate and kind to almost everyone,197443.0,4.0,Does things efficiently,202513.0,5.0,Remains calm in tense situations,205761.0,2.0,Prefers work that is routine,214999.0,5.0,"Is outgoing, sociable",218600.0,4.0,Is sometimes rude to others,226295.0,1.0,Makes plans and follows through with them,233641.0,1.0,Gets nervous easily,237120.0,5.0,"Likes to reflect, play with ideas",244483.0,4.0,Has few artistic interests,248618.0,5.0,Likes to cooperate with others,251199.0,4.0,Is easily distracted,256006.0,4.0,"Is sophisticated in art, music, or literature",261561.0,1.6,3.8,3.4,4.1,3.9,81,0
ee6a10ec-7e99-440f-bd1b-9159f836ac7b,IVoXyPfOAgjebnKpAVVe,2026-02-14T11:26:26.326Z,original-gpi,19,Male,Student,UG (Pursuing),Earth Sciences,1,7,Regular,Very Familiar,,7.00,1.00,1.00,Sattva,,,1.0,Is talkative,,10325.0,,,1.0,Tends to find fault with others,,12056.0,,,5.0,Does a thorough job,,15271.0,,,1.0,"Is depressed, blue",,17705.0,,,5.0,"Is original, comes up with new ideas",,27837.0,,,5.0,Is reserved,,22735.0,,,5.0,Is helpful and unselfish with others,,32270.0,,,1.0,Can be somewhat careless,,37818.0,,,5.0,"Is relaxed, handles stress well",,39735.0,,,4.0,Is curious about many different things,,42551.0,5.0,Is full of energy,46804.0,2.0,Starts quarrels with others,50497.0,5.0,Is a reliable worker,57248.0,1.0,Can be tense,58728.0,5.0,"Is ingenious, a deep thinker",60886.0,4.0,Generates a lot of enthusiasm,65547.0,5.0,Has a forgiving nature,68663.0,1.0,Tends to be disorganized,73497.0,1.0,Worries a lot,75147.0,5.0,Has an active imagination,79230.0,5.0,Tends to be quiet,81946.0,5.0,Is generally trusting,84414.0,1.0,Tends to be lazy,89860.0,1.0,"Is emotionally stable, not easily upset",105925.0,5.0,Is inventive,120524.0,2.0,Has an assertive personality,310878.0,1.0,Can be cold and aloof,320962.0,5.0,Perseveres until the task is finished,324328.0,2.0,Can be moody,329193.0,4.0,"Values artistic, aesthetic experiences",333228.0,3.0,"Is sometimes shy, inhibited",350189.0,5.0,Is considerate and kind to almost everyone,343094.0,5.0,Does things efficiently,355288.0,5.0,Remains calm in tense situations,708214.0,5.0,Prefers work that is routine,710145.0,4.0,"Is outgoing, sociable",721695.0,2.0,Is sometimes rude to others,725429.0,5.0,Makes plans and follows through with them,735113.0,1.0,Gets nervous easily,739610.0,5.0,"Likes to reflect, play with ideas",743376.0,5.0,Has few artistic interests,745490.0,5.0,Likes to cooperate with others,746973.0,1.0,Is easily distracted,749143.0,5.0,"Is sophisticated in art, music, or literature",750843.0,1.6,5.0,2.6,4.8,4.0,81,0
f2fe6b4f-b0d6-4c70-a8df-88c11de6e1a6,JCHLvcVygJwDDm6L6KP4,2026-02-14T16:46:20.997Z,original-gpi,14,Female,Student,High School,Pcm,,,Occasional,Somewhat,,4.74,4.04,4.25,Sattva,,,5.0,Is talkative,,144456.0,,,5.0,Tends to find fault with others,,145895.0,,,5.0,Does a thorough job,,150207.0,,,5.0,"Is depressed, blue",,152550.0,,,5.0,"Is original, comes up with new ideas",,153000.0,,,5.0,Is reserved,,137353.0,,,5.0,Is helpful and unselfish with others,,136466.0,,,5.0,Can be somewhat careless,,135579.0,,,5.0,"Is relaxed, handles stress well",,134929.0,,,5.0,Is curious about many different things,,132956.0,5.0,Is full of energy,131081.0,1.0,Starts quarrels with others,128792.0,5.0,Is a reliable worker,123126.0,3.0,Can be tense,118962.0,5.0,"Is ingenious, a deep thinker",116320.0,4.0,Generates a lot of enthusiasm,112509.0,4.0,Has a forgiving nature,108588.0,4.0,Tends to be disorganized,104307.0,4.0,Worries a lot,102592.0,4.0,Has an active imagination,99918.0,1.0,Tends to be quiet,96015.0,1.0,Is generally trusting,92728.0,1.0,Tends to be lazy,88151.0,5.0,"Is emotionally stable, not easily upset",84120.0,5.0,Is inventive,83267.0,5.0,Has an assertive personality,82431.0,5.0,Can be cold and aloof,81596.0,5.0,Perseveres until the task is finished,80059.0,3.0,Can be moody,78768.0,5.0,"Values artistic, aesthetic experiences",75108.0,1.0,"Is sometimes shy, inhibited",70284.0,3.0,Is considerate and kind to almost everyone,67148.0,1.0,Does things efficiently,60427.0,1.0,Remains calm in tense situations,57886.0,1.0,Prefers work that is routine,52179.0,4.0,"Is outgoing, sociable",47037.0,4.0,Is sometimes rude to others,44025.0,2.0,Makes plans and follows through with them,37588.0,1.0,Gets nervous easily,34146.0,4.0,"Likes to reflect, play with ideas",31316.0,4.0,Has few artistic interests,29630.0,4.0,Likes to cooperate with others,27053.0,2.0,Is easily distracted,22213.0,4.0,"Is sophisticated in art, music, or literature",15065.0,2.9,3.3,4.3,2.9,4.4,89,0
0d6e706b-5a37-47b1-9a0a-b11993368149,JFFi1gdcbEI7d770jlME,2026-02-13T06:36:05.537Z,original-gpi,24,Male,Working Professional,UG (Completed),,,,Regular,Very Familiar,,5.74,2.72,1.71,Sattva,4.0,I see myself as someone who is reserved.,,,7135.0,,4.0,I see myself as someone who is generally trusting.,,,14433.0,,5.0,I see myself as someone who tends to be lazy.,,,17579.0,,5.0,"I see myself as someone who is relaxed, handles stress well.",,,22249.0,,5.0,I see myself as someone who has few artistic interests.,,,25220.0,,5.0,"I see myself as someone who is outgoing, sociable.",,,27164.0,,2.0,I see myself as someone who tends to find fault with others.,,,31843.0,,2.0,I see myself as someone who does a thorough job.,,,36451.0,,1.0,I see myself as someone who gets nervous easily.,,,41234.0,,5.0,I see myself as someone who has an active imagination.,,,43710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,3.5,4.0,3.0,83,0
e8721361-27eb-49f5-b43e-60552fa7fc9a,KB40yIL1GMmGgLwHIgYu,2026-02-15T06:42:59.806Z,original-gpi,20,Female,Student,UG (Pursuing),BSBE,2,6.5,Never,Heard of it,,3.30,5.20,4.57,Rajas,,,4.0,Is talkative,,12972.0,,,4.0,Tends to find fault with others,,18037.0,,,1.0,Does a thorough job,,21304.0,,,4.0,"Is depressed, blue",,32239.0,,,2.0,"Is original, comes up with new ideas",,35688.0,,,5.0,Is reserved,,38019.0,,,4.0,Is helpful and unselfish with others,,41334.0,,,3.0,Can be somewhat careless,,45812.0,,,2.0,"Is relaxed, handles stress well",,49570.0,,,5.0,Is curious about many different things,,54223.0,2.0,Is full of energy,57736.0,2.0,Starts quarrels with others,64153.0,4.0,Is a reliable worker,67903.0,4.0,Can be tense,70954.0,4.0,"Is ingenious, a deep thinker",74773.0,2.0,Generates a lot of enthusiasm,77069.0,5.0,Has a forgiving nature,82004.0,3.0,Tends to be disorganized,84990.0,4.0,Worries a lot,87552.0,2.0,Has an active imagination,90854.0,4.0,Tends to be quiet,96001.0,5.0,Is generally trusting,101220.0,5.0,Tends to be lazy,102720.0,2.0,"Is emotionally stable, not easily upset",108270.0,3.0,Is inventive,113001.0,4.0,Has an assertive personality,117401.0,3.0,Can be cold and aloof,120577.0,4.0,Perseveres until the task is finished,125519.0,3.0,Can be moody,127103.0,5.0,"Values artistic, aesthetic experiences",135187.0,5.0,"Is sometimes shy, inhibited",139501.0,5.0,Is considerate and kind to almost everyone,143201.0,3.0,Does things efficiently,146917.0,4.0,Remains calm in tense situations,151118.0,3.0,Prefers work that is routine,154990.0,2.0,"Is outgoing, sociable",157901.0,4.0,Is sometimes rude to others,163372.0,2.0,Makes plans and follows through with them,166768.0,5.0,Gets nervous easily,169701.0,5.0,"Likes to reflect, play with ideas",172468.0,4.0,Has few artistic interests,175518.0,5.0,Likes to cooperate with others,177752.0,5.0,Is easily distracted,179049.0,3.0,"Is sophisticated in art, music, or literature",182585.0,3.8,2.4,2.3,3.9,3.4,107,0
5e05d5b6-237a-41c9-bf7c-0ab80b460d44,KvIJ3GB8QqVOQ4GMWl8M,2026-02-14T14:22:20.480Z,original-gpi,38,Male,Working Professional,PG (Completed),,,,Regular,Somewhat,,3.93,4.16,2.75,Rajas,,,4.0,Is talkative,,7625.0,,,2.0,Tends to find fault with others,,9539.0,,,4.0,Does a thorough job,,11929.0,,,4.0,"Is depressed, blue",,15750.0,,,5.0,"Is original, comes up with new ideas",,20847.0,,,4.0,Is reserved,,23427.0,,,5.0,Is helpful and unselfish with others,,26383.0,,,4.0,Can be somewhat careless,,27877.0,,,3.0,"Is relaxed, handles stress well",,31341.0,,,4.0,Is curious about many different things,,34000.0,2.0,Is full of energy,37784.0,2.0,Starts quarrels with others,40962.0,5.0,Is a reliable worker,43243.0,4.0,Can be tense,45789.0,4.0,"Is ingenious, a deep thinker",47744.0,4.0,Generates a lot of enthusiasm,50028.0,4.0,Has a forgiving nature,51839.0,4.0,Tends to be disorganized,53395.0,2.0,Worries a lot,55850.0,4.0,Has an active imagination,58592.0,4.0,Tends to be quiet,60301.0,5.0,Is generally trusting,61811.0,4.0,Tends to be lazy,63284.0,2.0,"Is emotionally stable, not easily upset",67114.0,4.0,Is inventive,69531.0,3.0,Has an assertive personality,72092.0,4.0,Can be cold and aloof,74420.0,2.0,Perseveres until the task is finished,77042.0,4.0,Can be moody,78383.0,4.0,"Values artistic, aesthetic experiences",80813.0,4.0,"Is sometimes shy, inhibited",82239.0,5.0,Is considerate and kind to almost everyone,83927.0,4.0,Does things efficiently,86840.0,4.0,Remains calm in tense situations,88994.0,4.0,Prefers work that is routine,92273.0,3.0,"Is outgoing, sociable",94324.0,4.0,Is sometimes rude to others,96596.0,2.0,Makes plans and follows through with them,99144.0,3.0,Gets nervous easily,102103.0,4.0,"Likes to reflect, play with ideas",106910.0,2.0,Has few artistic interests,109371.0,4.0,Likes to cooperate with others,110991.0,4.0,Is easily distracted,113429.0,3.0,"Is sophisticated in art, music, or literature",115542.0,3.3,2.8,2.8,3.9,3.8,86,0
ec9c27b7-7b4c-4b27-a624-7ab52ecb4705,L0VFl9PIO2fhouGSuV1V,2026-02-13T06:40:34.809Z,original-gpi,20,Male,Student,UG (Pursuing),Mechanical engineering ,,8.5,Regular,Somewhat,,4.19,4.52,3.14,Rajas,5.0,I see myself as someone who is reserved.,,,8711.0,,5.0,I see myself as someone who is generally trusting.,,,13897.0,,4.0,I see myself as someone who tends to be lazy.,,,17065.0,,4.0,"I see myself as someone who is relaxed, handles stress well.",,,22839.0,,3.0,I see myself as someone who has few artistic interests.,,,28363.0,,1.0,"I see myself as someone who is outgoing, sociable.",,,31419.0,,5.0,I see myself as someone who tends to find fault with others.,,,34862.0,,2.0,I see myself as someone who does a thorough job.,,,40788.0,,5.0,I see myself as someone who gets nervous easily.,,,45155.0,,4.0,I see myself as someone who has an active imagination.,,,53046.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2.0,1.0,3.0,3.5,97,0
ba3103be-9a63-4810-a1b6-e086bee36ab4,L2HL8G8lYdVONA5HoKSq,2026-02-14T17:13:19.098Z,original-gpi,22,Male,Student,UG (Pursuing),Computer Science and Engineering ,4,5.1,Regular,Somewhat,,4.63,4.96,4.32,Rajas,,,1.0,Is talkative,,13114.0,,,2.0,Tends to find fault with others,,16069.0,,,3.0,Does a thorough job,,18629.0,,,4.0,"Is depressed, blue",,21532.0,,,3.0,"Is original, comes up with new ideas",,25251.0,,,4.0,Is reserved,,27418.0,,,3.0,Is helpful and unselfish with others,,30608.0,,,4.0,Can be somewhat careless,,32891.0,,,2.0,"Is relaxed, handles stress well",,35983.0,,,3.0,Is curious about many different things,,40530.0,2.0,Is full of energy,42198.0,2.0,Starts quarrels with others,44422.0,3.0,Is a reliable worker,46622.0,4.0,Can be tense,49005.0,3.0,"Is ingenious, a deep thinker",52608.0,3.0,Generates a lot of enthusiasm,56656.0,3.0,Has a forgiving nature,58743.0,4.0,Tends to be disorganized,61074.0,4.0,Worries a lot,63039.0,4.0,Has an active imagination,64171.0,4.0,Tends to be quiet,66173.0,4.0,Is generally trusting,67413.0,4.0,Tends to be lazy,69276.0,2.0,"Is emotionally stable, not easily upset",71754.0,2.0,Is inventive,74214.0,2.0,Has an assertive personality,76083.0,4.0,Can be cold and aloof,78607.0,4.0,Perseveres until the task is finished,82939.0,4.0,Can be moody,84242.0,4.0,"Values artistic, aesthetic experiences",85850.0,4.0,"Is sometimes shy, inhibited",88650.0,4.0,Is considerate and kind to almost everyone,95229.0,4.0,Does things efficiently,96944.0,2.0,Remains calm in tense situations,98845.0,4.0,Prefers work that is routine,101564.0,2.0,"Is outgoing, sociable",103455.0,2.0,Is sometimes rude to others,105154.0,3.0,Makes plans and follows through with them,111976.0,4.0,Gets nervous easily,113760.0,4.0,"Likes to reflect, play with ideas",116111.0,4.0,Has few artistic interests,118213.0,4.0,Likes to cooperate with others,120861.0,4.0,Is easily distracted,122426.0,2.0,"Is sophisticated in art, music, or literature",125588.0,4.0,2.8,2.0,3.6,2.9,93,3
8358ad80-2be4-4922-a667-df1750740db3,LXJKgnqNYmWaN9VsZGsy,2026-02-14T13:55:30.028Z,original-gpi,30,Male,Student,UG (Completed),Medical ,,,Regular,Heard of it,,5.85,3.64,2.43,Sattva,,,2.0,Is talkative,,17517.0,,,2.0,Tends to find fault with others,,51678.0,,,5.0,Does a thorough job,,57275.0,,,1.0,"Is depressed, blue",,79728.0,,,3.0,"Is original, comes up with new ideas",,85154.0,,,5.0,Is reserved,,89188.0,,,3.0,Is helpful and unselfish with others,,95741.0,,,4.0,Can be somewhat careless,,104451.0,,,4.0,"Is relaxed, handles stress well",,109993.0,,,5.0,Is curious about many different things,,113854.0,4.0,Is full of energy,115709.0,2.0,Starts quarrels with others,120907.0,5.0,Is a reliable worker,123424.0,3.0,Can be tense,128920.0,4.0,"Is ingenious, a deep thinker",135394.0,3.0,Generates a lot of enthusiasm,140936.0,4.0,Has a forgiving nature,145632.0,1.0,Tends to be disorganized,155961.0,2.0,Worries a lot,160462.0,4.0,Has an active imagination,163277.0,5.0,Tends to be quiet,166438.0,4.0,Is generally trusting,172363.0,2.0,Tends to be lazy,180817.0,5.0,"Is emotionally stable, not easily upset",186014.0,4.0,Is inventive,190199.0,4.0,Has an assertive personality,201079.0,4.0,Can be cold and aloof,216223.0,3.0,Perseveres until the task is finished,223526.0,4.0,Can be moody,225947.0,5.0,"Values artistic, aesthetic experiences",230195.0,4.0,"Is sometimes shy, inhibited",239300.0,4.0,Is considerate and kind to almost everyone,249824.0,4.0,Does things efficiently,257292.0,4.0,Remains calm in tense situations,261223.0,4.0,Prefers work that is routine,265427.0,1.0,"Is outgoing, sociable",267244.0,4.0,Is sometimes rude to others,271998.0,4.0,Makes plans and follows through with them,278718.0,1.0,Gets nervous easily,282260.0,4.0,"Likes to reflect, play with ideas",296160.0,4.0,Has few artistic interests,300012.0,4.0,Likes to cooperate with others,301923.0,2.0,Is easily distracted,304834.0,3.0,"Is sophisticated in art, music, or literature",309481.0,2.0,4.0,2.3,3.4,3.6,90,4
